id,tt_id,genre,bucket
540,29754,/Drama/,Serious Drama
541,28928,/Drama/,Serious Drama
542,28145,/Drama/,Serious Drama
543,27818,/Drama/,Serious Drama
544,24237,/Drama/,Serious Drama
545,23652,/Drama/,Serious Drama
546,23390,/Drama/,Serious Drama
547,24209,/Drama/,Serious Drama
548,22154,/Drama/,Serious Drama
549,21429,/Drama/,Serious Drama
550,21214,/Drama/,Serious Drama
551,21208,/Drama/,Serious Drama
552,19861,/Drama/,Serious Drama
553,17893,/Drama/,Serious Drama
554,17605,/Drama/,Serious Drama
555,14691,/Drama/,Serious Drama
556,13905,/Drama/,Serious Drama
557,9145,/Drama/,Serious Drama
558,8899,/Drama/,Serious Drama
559,7155,/Drama/,Serious Drama
560,6876,/Drama/,Serious Drama
561,6857,/Drama/,Serious Drama
562,5820,/Drama/,Serious Drama
563,4808,/Drama/,Serious Drama
564,4303,/Drama/,Serious Drama
565,3832,/Drama/,Serious Drama
566,4010,/Drama/,Serious Drama
567,3488,/Drama/,Serious Drama
568,3557,/Drama/,Serious Drama
569,3407,/Drama/,Serious Drama
570,2713,/Drama/,Serious Drama
571,1509,/Drama/,Serious Drama
572,1500,/Drama/,Serious Drama
573,1128,/Drama/,Serious Drama
574,1725,/Drama/,Serious Drama
575,1132,/Drama/,Serious Drama
576,34249,/Drama/,Serious Drama
577,32952,/Drama/,Serious Drama
578,30790,/Drama/,Serious Drama
579,28311,/Drama/,Serious Drama
580,27689,/Drama/,Serious Drama
581,27268,/Drama/,Serious Drama
582,26151,/Drama/,Serious Drama
583,24984,/Drama/,Serious Drama
584,24114,/Drama/,Serious Drama
585,23944,/Drama/,Serious Drama
586,23655,/Drama/,Serious Drama
587,23198,/Drama/,Serious Drama
588,22930,/Drama/,Serious Drama
589,24767,/Drama/,Serious Drama
590,21738,/Drama/,Serious Drama
591,21030,/Drama/,Serious Drama
592,20962,/Drama/,Serious Drama
593,19288,/Drama/,Serious Drama
594,21353,/Drama/,Serious Drama
595,17826,/Drama/,Serious Drama
596,17173,/Drama/,Serious Drama
597,16692,/Drama/,Serious Drama
598,12970,/Drama/,Serious Drama
599,12040,/Drama/,Serious Drama
600,8124,/Drama/,Serious Drama
601,7916,/Drama/,Serious Drama
602,7880,/Drama/,Serious Drama
603,7369,/Drama/,Serious Drama
604,6860,/Drama/,Serious Drama
605,6790,/Drama/,Serious Drama
606,6601,/Drama/,Serious Drama
607,6932,/Drama/,Serious Drama
608,4985,/Drama/,Serious Drama
609,4499,/Drama/,Serious Drama
610,4238,/Drama/,Serious Drama
611,3234,/Drama/,Serious Drama
612,3020,/Drama/,Serious Drama
613,3829,/Drama/,Serious Drama
614,3463,/Drama/,Serious Drama
615,2460,/Drama/,Serious Drama
616,1600,/Drama/,Serious Drama
617,1546,/Drama/,Serious Drama
618,1019,/Drama/,Serious Drama
619,636,/Drama/,Serious Drama
620,40086,/Drama/,Serious Drama
621,36637,/Drama/,Serious Drama
622,35707,/Drama/,Serious Drama
623,34701,/Drama/,Serious Drama
624,33430,/Drama/,Serious Drama
625,33135,/Drama/,Serious Drama
626,32800,/Drama/,Serious Drama
627,32774,/Drama/,Serious Drama
628,32396,/Drama/,Serious Drama
629,32342,/Drama/,Serious Drama
630,32770,/Drama/,Serious Drama
631,30527,/Drama/,Serious Drama
632,30488,/Drama/,Serious Drama
633,30019,/Drama/,Serious Drama
634,30918,/Drama/,Serious Drama
635,29275,/Drama/,Serious Drama
636,28462,/Drama/,Serious Drama
637,29124,/Drama/,Serious Drama
638,26811,/Drama/,Serious Drama
639,26633,/Drama/,Serious Drama
640,22446,/Drama/,Serious Drama
641,19376,/Drama/,Serious Drama
642,20010,/Drama/,Serious Drama
643,17128,/Drama/,Serious Drama
644,15775,/Drama/,Serious Drama
645,14411,/Drama/,Serious Drama
646,15019,/Drama/,Serious Drama
647,12219,/Drama/,Serious Drama
648,11104,/Drama/,Serious Drama
649,11092,/Drama/,Serious Drama
650,10771,/Drama/,Serious Drama
651,12445,/Drama/,Serious Drama
652,11643,/Drama/,Serious Drama
653,10387,/Drama/,Serious Drama
654,9625,/Drama/,Serious Drama
655,7689,/Drama/,Serious Drama
656,7558,/Drama/,Serious Drama
657,7163,/Drama/,Serious Drama
658,7071,/Drama/,Serious Drama
659,7912,/Drama/,Serious Drama
660,4959,/Drama/,Serious Drama
661,3944,/Drama/,Serious Drama
